t,x,y,vx,vy,r
 0.37100,  -0.20200,  -0.52289,   7.32182,  -5.79937,   0.56055
 0.37200,  -0.19464,  -0.52857,   7.36710,  -5.68218,   0.56327
 0.37300,  -0.18723,  -0.53414,   7.41009,  -5.56541,   0.56600
 0.37400,  -0.17977,  -0.53959,   7.45086,  -5.44912,   0.56875
 0.37500,  -0.17228,  -0.54492,   7.48943,  -5.33333,   0.57151
 0.37600,  -0.16476,  -0.55014,   7.52587,  -5.21808,   0.57428
 0.37700,  -0.15720,  -0.55524,   7.56021,  -5.10341,   0.57707
 0.37800,  -0.14961,  -0.56023,   7.59251,  -4.98934,   0.57986
 0.37900,  -0.14198,  -0.56511,   7.62280,  -4.87591,   0.58267
 0.38000,  -0.13433,  -0.56987,   7.65114,  -4.76313,   0.58549
 0.38100,  -0.12665,  -0.57452,   7.67756,  -4.65104,   0.58832
 0.38200,  -0.11895,  -0.57906,   7.70211,  -4.53965,   0.59115
 0.38300,  -0.11123,  -0.58349,   7.72485,  -4.42899,   0.59400
 0.38400,  -0.10348,  -0.58781,   7.74580,  -4.31908,   0.59685
 0.38500,  -0.09572,  -0.59202,   7.76501,  -4.20994,   0.59971
 0.38600,  -0.08793,  -0.59612,   7.78253,  -4.10157,   0.60257
 0.38700,  -0.08014,  -0.60012,   7.79840,  -3.99401,   0.60544
 0.38800,  -0.07232,  -0.60400,   7.81265,  -3.88726,   0.60832
 0.38900,  -0.06450,  -0.60778,   7.82534,  -3.78133,   0.61120
 0.39000,  -0.05666,  -0.61146,   7.83649,  -3.67624,   0.61408
 0.39100,  -0.04882,  -0.61503,   7.84615,  -3.57199,   0.61697
 0.39200,  -0.04096,  -0.61850,   7.85436,  -3.46861,   0.61986
 0.39300,  -0.03310,  -0.62187,   7.86115,  -3.36608,   0.62275
 0.39400,  -0.02523,  -0.62513,   7.86656,  -3.26443,   0.62564
 0.39500,  -0.01736,  -0.62829,   7.87062,  -3.16365,   0.62853
 0.39600,  -0.00949,  -0.63136,   7.87338,  -3.06376,   0.63143
 0.39700,  -0.00161,  -0.63432,   7.87487,  -2.96475,   0.63433
 0.39800,   0.00626,  -0.63719,   7.87512,  -2.86664,   0.63722
 0.39900,   0.01413,  -0.63996,   7.87417,  -2.76942,   0.64012
 0.40000,   0.02201,  -0.64263,   7.87204,  -2.67309,   0.64301
 0.40100,   0.02988,  -0.64521,   7.86877,  -2.57767,   0.64590
 0.40200,   0.03774,  -0.64769,   7.86439,  -2.48314,   0.64879
 0.40300,   0.04560,  -0.65008,   7.85894,  -2.38951,   0.65168
 0.40400,   0.05345,  -0.65238,   7.85243,  -2.29678,   0.65457
 0.40500,   0.06130,  -0.65458,   7.84491,  -2.20494,   0.65745
 0.40600,   0.06913,  -0.65670,   7.83640,  -2.11401,   0.66033
 0.40700,   0.07696,  -0.65872,   7.82692,  -2.02396,   0.66320
 0.40800,   0.08478,  -0.66066,   7.81650,  -1.93481,   0.66607
 0.40900,   0.09258,  -0.66250,   7.80517,  -1.84655,   0.66894
 0.41000,   0.10037,  -0.66426,   7.79296,  -1.75918,   0.67180
 0.41100,   0.10815,  -0.66594,   7.77990,  -1.67269,   0.67466
 0.41200,   0.11592,  -0.66752,   7.76599,  -1.58707,   0.67751
 0.41300,   0.12367,  -0.66903,   7.75128,  -1.50234,   0.68036
 0.41400,   0.13141,  -0.67044,   7.73577,  -1.41847,   0.68320
 0.41500,   0.13913,  -0.67178,   7.71951,  -1.33547,   0.68603
 0.41600,   0.14683,  -0.67303,   7.70249,  -1.25333,   0.68886
 0.41700,   0.15451,  -0.67420,   7.68476,  -1.17205,   0.69168
 0.41800,   0.16218,  -0.67530,   7.66633,  -1.09162,   0.69450
 0.41900,   0.16983,  -0.67631,   7.64721,  -1.01203,   0.69730
 0.42000,   0.17745,  -0.67724,   7.62744,  -0.93328,   0.70010
 0.42100,   0.18506,  -0.67810,   7.60702,  -0.85537,   0.70290
 0.42200,   0.19265,  -0.67888,   7.58599,  -0.77828,   0.70568
 0.42300,   0.20021,  -0.67958,   7.56434,  -0.70202,   0.70846
 0.42400,   0.20775,  -0.68020,   7.54212,  -0.62657,   0.71122
 0.42500,   0.21527,  -0.68076,   7.51932,  -0.55193,   0.71398
 0.42600,   0.22277,  -0.68123,   7.49597,  -0.47809,   0.71673
 0.42700,   0.23024,  -0.68164,   7.47208,  -0.40504,   0.71947
 0.42800,   0.23769,  -0.68197,   7.44768,  -0.33279,   0.72221
 0.42900,   0.24511,  -0.68223,   7.42276,  -0.26132,   0.72493
 0.43000,   0.25251,  -0.68242,   7.39736,  -0.19062,   0.72764
 0.43100,   0.25988,  -0.68254,   7.37149,  -0.12069,   0.73035
 0.43200,   0.26723,  -0.68260,   7.34515,  -0.05152,   0.73304
 0.43300,   0.27454,  -0.68258,   7.31837,   0.01689,   0.73572
 0.43400,   0.28184,  -0.68249,   7.29115,   0.08456,   0.73840
 0.43500,   0.28910,  -0.68234,   7.26352,   0.15148,   0.74106
 0.43600,   0.29633,  -0.68213,   7.23547,   0.21768,   0.74371
 0.43700,   0.30354,  -0.68184,   7.20703,   0.28314,   0.74636
 0.43800,   0.31072,  -0.68149,   7.17821,   0.34789,   0.74899
 0.43900,   0.31787,  -0.68108,   7.14901,   0.41192,   0.75161
 0.44000,   0.32499,  -0.68061,   7.11946,   0.47524,   0.75422
 0.44100,   0.33208,  -0.68007,   7.08955,   0.53787,   0.75682
 0.44200,   0.33914,  -0.67947,   7.05931,   0.59981,   0.75940
 0.44300,   0.34617,  -0.67881,   7.02874,   0.66106,   0.76198
 0.44400,   0.35316,  -0.67809,   6.99785,   0.72163,   0.76454
 0.44500,   0.36013,  -0.67730,   6.96665,   0.78153,   0.76710
 0.44600,   0.36707,  -0.67646,   6.93515,   0.84077,   0.76964
 0.44700,   0.37397,  -0.67556,   6.90337,   0.89935,   0.77217
 0.44800,   0.38084,  -0.67461,   6.87130,   0.95728,   0.77468
 0.44900,   0.38768,  -0.67359,   6.83896,   1.01456,   0.77719
 0.45000,   0.39449,  -0.67252,   6.80636,   1.07121,   0.77968
 0.45100,   0.40126,  -0.67139,   6.77350,   1.12723,   0.78216
 0.45200,   0.40800,  -0.67021,   6.74040,   1.18262,   0.78463
 0.45300,   0.41471,  -0.66897,   6.70705,   1.23739,   0.78709
 0.45400,   0.42138,  -0.66768,   6.67348,   1.29156,   0.78953
 0.45500,   0.42802,  -0.66634,   6.63968,   1.34511,   0.79196
 0.45600,   0.43463,  -0.66494,   6.60566,   1.39807,   0.79438
 0.45700,   0.44120,  -0.66349,   6.57143,   1.45044,   0.79679
 0.45800,   0.44773,  -0.66199,   6.53700,   1.50222,   0.79918
 0.45900,   0.45424,  -0.66043,   6.50237,   1.55342,   0.80156
 0.46000,   0.46070,  -0.65883,   6.46755,   1.60405,   0.80393
 0.46100,   0.46714,  -0.65718,   6.43254,   1.65410,   0.80629
 0.46200,   0.47353,  -0.65547,   6.39736,   1.70360,   0.80863
 0.46300,   0.47990,  -0.65372,   6.36200,   1.75254,   0.81096
 0.46400,   0.48622,  -0.65192,   6.32648,   1.80093,   0.81327
 0.46500,   0.49251,  -0.65007,   6.29079,   1.84878,   0.81557
 0.46600,   0.49877,  -0.64817,   6.25495,   1.89609,   0.81786
 0.46700,   0.50499,  -0.64623,   6.21896,   1.94286,   0.82014
 0.46800,   0.51117,  -0.64424,   6.18282,   1.98911,   0.82240
 0.46900,   0.51732,  -0.64221,   6.14654,   2.03483,   0.82465
 0.47000,   0.52343,  -0.64013,   6.11012,   2.08004,   0.82688
 0.47100,   0.52950,  -0.63800,   6.07357,   2.12474,   0.82911
 0.47200,   0.53554,  -0.63583,   6.03690,   2.16893,   0.83131
 0.47300,   0.54154,  -0.63362,   6.00009,   2.21263,   0.83351
 0.47400,   0.54750,  -0.63136,   5.96318,   2.25582,   0.83569
 0.47500,   0.55343,  -0.62907,   5.92614,   2.29853,   0.83786
 0.47600,   0.55932,  -0.62673,   5.88900,   2.34075,   0.84001
 0.47700,   0.56517,  -0.62434,   5.85174,   2.38250,   0.84215
 0.47800,   0.57098,  -0.62192,   5.81439,   2.42376,   0.84428
 0.47900,   0.57676,  -0.61945,   5.77693,   2.46456,   0.84639
 0.48000,   0.58250,  -0.61695,   5.73938,   2.50489,   0.84849
 0.48100,   0.58820,  -0.61440,   5.70173,   2.54477,   0.85057
 0.48200,   0.59386,  -0.61182,   5.66400,   2.58418,   0.85264
 0.48300,   0.59949,  -0.60920,   5.62617,   2.62315,   0.85470
 0.48400,   0.60508,  -0.60654,   5.58827,   2.66167,   0.85674
 0.48500,   0.61063,  -0.60384,   5.55028,   2.69975,   0.85877
 0.48600,   0.61614,  -0.60110,   5.51222,   2.73739,   0.86078
 0.48700,   0.62161,  -0.59832,   5.47408,   2.77459,   0.86278
 0.48800,   0.62705,  -0.59551,   5.43587,   2.81137,   0.86477
 0.48900,   0.63245,  -0.59267,   5.39759,   2.84773,   0.86674
 0.49000,   0.63781,  -0.58978,   5.35925,   2.88366,   0.86870
 0.49100,   0.64313,  -0.58686,   5.32084,   2.91918,   0.87064
 0.49200,   0.64841,  -0.58391,   5.28236,   2.95428,   0.87257
 0.49300,   0.65365,  -0.58092,   5.24383,   2.98898,   0.87449
 0.49400,   0.65886,  -0.57790,   5.20525,   3.02327,   0.87639
 0.49500,   0.66403,  -0.57484,   5.16660,   3.05717,   0.87828
 0.49600,   0.66915,  -0.57175,   5.12791,   3.09066,   0.88015
 0.49700,   0.67424,  -0.56862,   5.08917,   3.12377,   0.88201
 0.49800,   0.67929,  -0.56547,   5.05037,   3.15649,   0.88385
 0.49900,   0.68431,  -0.56228,   5.01153,   3.18882,   0.88568
 0.50000,   0.68928,  -0.55906,   4.97265,   3.22077,   0.88750
 0.50100,   0.69421,  -0.55581,   4.93372,   3.25234,   0.88930
 0.50200,   0.69911,  -0.55252,   4.89475,   3.28354,   0.89108
 0.50300,   0.70396,  -0.54921,   4.85574,   3.31437,   0.89286
 0.50400,   0.70878,  -0.54586,   4.81670,   3.34483,   0.89461
 0.50500,   0.71356,  -0.54249,   4.77762,   3.37493,   0.89636
 0.50600,   0.71829,  -0.53908,   4.73850,   3.40467,   0.89809
 0.50700,   0.72299,  -0.53565,   4.69936,   3.43405,   0.89980
 0.50800,   0.72765,  -0.53219,   4.66018,   3.46307,   0.90150
 0.50900,   0.73228,  -0.52869,   4.62097,   3.49175,   0.90319
 0.51000,   0.73686,  -0.52517,   4.58173,   3.52008,   0.90486
 0.51100,   0.74140,  -0.52163,   4.54247,   3.54806,   0.90651
 0.51200,   0.74590,  -0.51805,   4.50317,   3.57571,   0.90816
 0.51300,   0.75037,  -0.51445,   4.46386,   3.60301,   0.90978
 0.51400,   0.75479,  -0.51082,   4.42452,   3.62998,   0.91140
 0.51500,   0.75918,  -0.50716,   4.38516,   3.65662,   0.91300
 0.51600,   0.76352,  -0.50348,   4.34578,   3.68293,   0.91458
 0.51700,   0.76783,  -0.49977,   4.30638,   3.70891,   0.91615
 0.51800,   0.77210,  -0.49603,   4.26696,   3.73457,   0.91770
 0.51900,   0.77632,  -0.49227,   4.22752,   3.75991,   0.91925
 0.52000,   0.78051,  -0.48849,   4.18806,   3.78493,   0.92077
 0.52100,   0.78466,  -0.48468,   4.14859,   3.80963,   0.92228
 0.52200,   0.78877,  -0.48085,   4.10910,   3.83402,   0.92378
 0.52300,   0.79284,  -0.47699,   4.06960,   3.85810,   0.92526
 0.52400,   0.79687,  -0.47311,   4.03009,   3.88187,   0.92673
 0.52500,   0.80086,  -0.46920,   3.99056,   3.90534,   0.92818
 0.52600,   0.80481,  -0.46527,   3.95102,   3.92851,   0.92962
 0.52700,   0.80872,  -0.46132,   3.91148,   3.95137,   0.93105
 0.52800,   0.81259,  -0.45735,   3.87192,   3.97394,   0.93246
 0.52900,   0.81643,  -0.45335,   3.83235,   3.99621,   0.93385
 0.53000,   0.82022,  -0.44933,   3.79277,   4.01818,   0.93523
 0.53100,   0.82397,  -0.44529,   3.75319,   4.03987,   0.93660
 0.53200,   0.82769,  -0.44123,   3.71359,   4.06126,   0.93795
 0.53300,   0.83136,  -0.43715,   3.67399,   4.08237,   0.93929
 0.53400,   0.83499,  -0.43305,   3.63439,   4.10320,   0.94061
 0.53500,   0.83859,  -0.42892,   3.59478,   4.12374,   0.94192
 0.53600,   0.84214,  -0.42478,   3.55516,   4.14401,   0.94321
 0.53700,   0.84566,  -0.42061,   3.51554,   4.16399,   0.94449
 0.53800,   0.84914,  -0.41643,   3.47592,   4.18370,   0.94575
 0.53900,   0.85257,  -0.41223,   3.43629,   4.20313,   0.94700
 0.54000,   0.85597,  -0.40800,   3.39666,   4.22230,   0.94823
 0.54100,   0.85932,  -0.40376,   3.35702,   4.24119,   0.94945
 0.54200,   0.86264,  -0.39950,   3.31738,   4.25981,   0.95066
 0.54300,   0.86592,  -0.39523,   3.27775,   4.27817,   0.95185
 0.54400,   0.86916,  -0.39093,   3.23811,   4.29626,   0.95303
 0.54500,   0.87236,  -0.38662,   3.19847,   4.31409,   0.95419
 0.54600,   0.87552,  -0.38228,   3.15882,   4.33166,   0.95534
 0.54700,   0.87863,  -0.37793,   3.11918,   4.34897,   0.95647
 0.54800,   0.88171,  -0.37357,   3.07954,   4.36602,   0.95759
 0.54900,   0.88475,  -0.36919,   3.03990,   4.38282,   0.95869
 0.55000,   0.88775,  -0.36479,   3.00026,   4.39936,   0.95978
 0.55100,   0.89071,  -0.36037,   2.96062,   4.41565,   0.96085
 0.55200,   0.89364,  -0.35594,   2.92098,   4.43168,   0.96191
 0.55300,   0.89652,  -0.35149,   2.88134,   4.44747,   0.96296
 0.55400,   0.89936,  -0.34703,   2.84170,   4.46301,   0.96399
 0.55500,   0.90216,  -0.34255,   2.80207,   4.47830,   0.96501
 0.55600,   0.90492,  -0.33806,   2.76244,   4.49335,   0.96601
 0.55700,   0.90765,  -0.33355,   2.72281,   4.50816,   0.96699
 0.55800,   0.91033,  -0.32903,   2.68318,   4.52272,   0.96797
 0.55900,   0.91297,  -0.32449,   2.64355,   4.53704,   0.96892
 0.56000,   0.91558,  -0.31994,   2.60393,   4.55113,   0.96987
 0.56100,   0.91814,  -0.31537,   2.56431,   4.56497,   0.97080
 0.56200,   0.92067,  -0.31079,   2.52469,   4.57858,   0.97171
 0.56300,   0.92315,  -0.30620,   2.48508,   4.59195,   0.97261
 0.56400,   0.92560,  -0.30160,   2.44546,   4.60509,   0.97349
 0.56500,   0.92800,  -0.29698,   2.40586,   4.61800,   0.97436
 0.56600,   0.93037,  -0.29235,   2.36625,   4.63067,   0.97522
 0.56700,   0.93270,  -0.28771,   2.32665,   4.64312,   0.97606
 0.56800,   0.93498,  -0.28305,   2.28705,   4.65533,   0.97689
 0.56900,   0.93723,  -0.27838,   2.24746,   4.66732,   0.97770
 0.57000,   0.93944,  -0.27370,   2.20787,   4.67908,   0.97850
 0.57100,   0.94161,  -0.26901,   2.16828,   4.69061,   0.97928
 0.57200,   0.94373,  -0.26431,   2.12870,   4.70192,   0.98005
 0.57300,   0.94582,  -0.25960,   2.08912,   4.71300,   0.98080
 0.57400,   0.94787,  -0.25487,   2.04954,   4.72387,   0.98154
 0.57500,   0.94988,  -0.25014,   2.00997,   4.73451,   0.98227
 0.57600,   0.95185,  -0.24540,   1.97041,   4.74493,   0.98298
 0.57700,   0.95378,  -0.24064,   1.93084,   4.75513,   0.98367
 0.57800,   0.95568,  -0.23587,   1.89128,   4.76511,   0.98435
 0.57900,   0.95753,  -0.23110,   1.85172,   4.77487,   0.98502
 0.58000,   0.95934,  -0.22632,   1.81217,   4.78442,   0.98567
 0.58100,   0.96111,  -0.22152,   1.77262,   4.79375,   0.98631
 0.58200,   0.96285,  -0.21672,   1.73308,   4.80286,   0.98693
 0.58300,   0.96454,  -0.21191,   1.69354,   4.81176,   0.98754
 0.58400,   0.96619,  -0.20709,   1.65400,   4.82045,   0.98814
 0.58500,   0.96781,  -0.20226,   1.61446,   4.82892,   0.98872
 0.58600,   0.96938,  -0.19742,   1.57493,   4.83718,   0.98928
 0.58700,   0.97092,  -0.19258,   1.53541,   4.84523,   0.98983
 0.58800,   0.97241,  -0.18772,   1.49588,   4.85307,   0.99037
 0.58900,   0.97387,  -0.18286,   1.45636,   4.86070,   0.99089
 0.59000,   0.97529,  -0.17799,   1.41685,   4.86812,   0.99140
 0.59100,   0.97666,  -0.17312,   1.37733,   4.87533,   0.99189
 0.59200,   0.97800,  -0.16824,   1.33782,   4.88234,   0.99237
 0.59300,   0.97930,  -0.16335,   1.29831,   4.88913,   0.99283
 0.59400,   0.98056,  -0.15845,   1.25881,   4.89572,   0.99328
 0.59500,   0.98178,  -0.15355,   1.21931,   4.90211,   0.99371
 0.59600,   0.98296,  -0.14864,   1.17981,   4.90828,   0.99413
 0.59700,   0.98410,  -0.14373,   1.14031,   4.91426,   0.99454
 0.59800,   0.98520,  -0.13881,   1.10082,   4.92002,   0.99493
 0.59900,   0.98626,  -0.13388,   1.06132,   4.92559,   0.99531
 0.60000,   0.98728,  -0.12895,   1.02183,   4.93095,   0.99567
 0.60100,   0.98826,  -0.12401,   0.98235,   4.93611,   0.99602
 0.60200,   0.98921,  -0.11907,   0.94286,   4.94106,   0.99635
 0.60300,   0.99011,  -0.11413,   0.90338,   4.94581,   0.99667
 0.60400,   0.99098,  -0.10918,   0.86390,   4.95036,   0.99697
 0.60500,   0.99180,  -0.10422,   0.82442,   4.95471,   0.99726
 0.60600,   0.99258,  -0.09926,   0.78494,   4.95886,   0.99754
 0.60700,   0.99333,  -0.09430,   0.74546,   4.96281,   0.99780
 0.60800,   0.99404,  -0.08933,   0.70599,   4.96656,   0.99804
 0.60900,   0.99470,  -0.08436,   0.66651,   4.97011,   0.99827
 0.61000,   0.99533,  -0.07939,   0.62704,   4.97345,   0.99849
 0.61100,   0.99592,  -0.07441,   0.58757,   4.97660,   0.99869
 0.61200,   0.99646,  -0.06943,   0.54809,   4.97955,   0.99888
 0.61300,   0.99697,  -0.06445,   0.50862,   4.98230,   0.99905
 0.61400,   0.99744,  -0.05947,   0.46915,   4.98485,   0.99921
 0.61500,   0.99787,  -0.05448,   0.42968,   4.98721,   0.99936
 0.61600,   0.99826,  -0.04949,   0.39021,   4.98936,   0.99949
 0.61700,   0.99861,  -0.04450,   0.35074,   4.99132,   0.99960
 0.61800,   0.99892,  -0.03951,   0.31127,   4.99308,   0.99971
 0.61900,   0.99920,  -0.03451,   0.27180,   4.99464,   0.99979
 0.62000,   0.99943,  -0.02951,   0.23233,   4.99600,   0.99986
 0.62100,   0.99962,  -0.02452,   0.19286,   4.99717,   0.99992
 0.62200,   0.99977,  -0.01952,   0.15338,   4.99814,   0.99997
 0.62300,   0.99989,  -0.01452,   0.11391,   4.99891,   0.99999
 0.62400,   0.99996,  -0.00952,   0.07444,   4.99948,   1.00001
 0.62500,   1.00000,  -0.00452,   0.03496,   4.99986,   1.00001
 0.62600,   0.99999,   0.00048,  -0.00452,   5.00003,   0.99999
 0.62700,   0.99995,   0.00548,  -0.04400,   5.00001,   0.99996
 0.62800,   0.99987,   0.01048,  -0.08348,   4.99980,   0.99992
 0.62900,   0.99974,   0.01548,  -0.12296,   4.99938,   0.99986
 0.63000,   0.99958,   0.02048,  -0.16244,   4.99877,   0.99979
 0.63100,   0.99938,   0.02547,  -0.20193,   4.99796,   0.99970
 0.63200,   0.99914,   0.03047,  -0.24142,   4.99696,   0.99960
 0.63300,   0.99886,   0.03547,  -0.28091,   4.99575,   0.99949
 0.63400,   0.99854,   0.04046,  -0.32041,   4.99435,   0.99936
 0.63500,   0.99818,   0.04545,  -0.35990,   4.99275,   0.99921
 0.63600,   0.99778,   0.05045,  -0.39940,   4.99095,   0.99905
 0.63700,   0.99734,   0.05543,  -0.43891,   4.98895,   0.99888
 0.63800,   0.99686,   0.06042,  -0.47841,   4.98676,   0.99869
 0.63900,   0.99634,   0.06541,  -0.51792,   4.98436,   0.99849
 0.64000,   0.99578,   0.07039,  -0.55743,   4.98177,   0.99827
 0.64100,   0.99519,   0.07537,  -0.59695,   4.97898,   0.99804
 0.64200,   0.99455,   0.08034,  -0.63647,   4.97598,   0.99779
 0.64300,   0.99387,   0.08531,  -0.67600,   4.97279,   0.99753
 0.64400,   0.99316,   0.09028,  -0.71553,   4.96940,   0.99725
 0.64500,   0.99240,   0.09525,  -0.75506,   4.96580,   0.99696
 0.64600,   0.99161,   0.10021,  -0.79460,   4.96201,   0.99666
 0.64700,   0.99078,   0.10517,  -0.83414,   4.95801,   0.99634
 0.64800,   0.98990,   0.11012,  -0.87368,   4.95381,   0.99601
 0.64900,   0.98899,   0.11507,  -0.91324,   4.94942,   0.99566
 0.65000,   0.98804,   0.12002,  -0.95279,   4.94481,   0.99530
 0.65100,   0.98704,   0.12496,  -0.99235,   4.94001,   0.99492
 0.65200,   0.98601,   0.12989,  -1.03192,   4.93500,   0.99453
 0.65300,   0.98494,   0.13482,  -1.07149,   4.92978,   0.99412
 0.65400,   0.98383,   0.13975,  -1.11107,   4.92437,   0.99370
 0.65500,   0.98268,   0.14467,  -1.15065,   4.91875,   0.99327
 0.65600,   0.98149,   0.14958,  -1.19024,   4.91292,   0.99282
 0.65700,   0.98026,   0.15449,  -1.22984,   4.90688,   0.99236
 0.65800,   0.97899,   0.15939,  -1.26944,   4.90064,   0.99188
 0.65900,   0.97768,   0.16428,  -1.30904,   4.89419,   0.99139
 0.66000,   0.97633,   0.16917,  -1.34865,   4.88754,   0.99088
 0.66100,   0.97494,   0.17405,  -1.38827,   4.88067,   0.99036
 0.66200,   0.97351,   0.17892,  -1.42790,   4.87360,   0.98982
 0.66300,   0.97205,   0.18379,  -1.46753,   4.86632,   0.98927
 0.66400,   0.97054,   0.18865,  -1.50716,   4.85882,   0.98870
 0.66500,   0.96899,   0.19350,  -1.54681,   4.85112,   0.98812
 0.66600,   0.96741,   0.19834,  -1.58646,   4.84320,   0.98753
 0.66699,   0.96578,   0.20318,  -1.62612,   4.83507,   0.98692
 0.66799,   0.96412,   0.20800,  -1.66578,   4.82672,   0.98630
 0.66899,   0.96241,   0.21282,  -1.70545,   4.81816,   0.98566
 0.66999,   0.96066,   0.21763,  -1.74513,   4.80939,   0.98501
 0.67099,   0.95888,   0.22243,  -1.78481,   4.80040,   0.98434
 0.67199,   0.95706,   0.22722,  -1.82450,   4.79119,   0.98366
 0.67299,   0.95519,   0.23200,  -1.86420,   4.78177,   0.98296
 0.67399,   0.95329,   0.23678,  -1.90390,   4.77212,   0.98225
 0.67499,   0.95134,   0.24154,  -1.94361,   4.76226,   0.98153
 0.67599,   0.94936,   0.24629,  -1.98333,   4.75218,   0.98079
 0.67699,   0.94734,   0.25103,  -2.02306,   4.74187,   0.98003
 0.67799,   0.94527,   0.25576,  -2.06279,   4.73134,   0.97926
 0.67899,   0.94317,   0.26049,  -2.10253,   4.72059,   0.97848
 0.67999,   0.94103,   0.26519,  -2.14227,   4.70961,   0.97768
 0.68099,   0.93885,   0.26989,  -2.18203,   4.69841,   0.97687
 0.68199,   0.93663,   0.27458,  -2.22179,   4.68698,   0.97604
 0.68299,   0.93436,   0.27926,  -2.26155,   4.67532,   0.97520
 0.68399,   0.93206,   0.28392,  -2.30133,   4.66343,   0.97435
 0.68499,   0.92972,   0.28857,  -2.34111,   4.65132,   0.97348
 0.68599,   0.92734,   0.29321,  -2.38089,   4.63897,   0.97259
 0.68699,   0.92492,   0.29784,  -2.42069,   4.62639,   0.97169
 0.68799,   0.92246,   0.30245,  -2.46049,   4.61357,   0.97078
 0.68899,   0.91996,   0.30705,  -2.50029,   4.60052,   0.96985
 0.68999,   0.91742,   0.31164,  -2.54011,   4.58723,   0.96890
 0.69099,   0.91484,   0.31621,  -2.57992,   4.57371,   0.96795
 0.69199,   0.91222,   0.32077,  -2.61975,   4.55994,   0.96697
 0.69299,   0.90956,   0.32532,  -2.65958,   4.54593,   0.96599
