t,x,y,vx,vy,r
 6.05274,   0.17820,  -0.67792,   7.61929,  -0.92719,   0.70094
 6.05374,   0.18580,  -0.67876,   7.59886,  -0.84948,   0.70373
 6.05474,   0.19337,  -0.67954,   7.57781,  -0.77259,   0.70652
 6.05574,   0.20093,  -0.68023,   7.55617,  -0.69652,   0.70929
 6.05674,   0.20846,  -0.68086,   7.53394,  -0.62127,   0.71205
 6.05774,   0.21597,  -0.68140,   7.51114,  -0.54681,   0.71481
 6.05874,   0.22346,  -0.68188,   7.48780,  -0.47316,   0.71756
 6.05974,   0.23093,  -0.68228,   7.46392,  -0.40030,   0.72030
 6.06074,   0.23837,  -0.68260,   7.43952,  -0.32823,   0.72303
 6.06174,   0.24578,  -0.68286,   7.41463,  -0.25693,   0.72575
 6.06274,   0.25317,  -0.68305,   7.38924,  -0.18640,   0.72846
 6.06374,   0.26053,  -0.68316,   7.36339,  -0.11665,   0.73116
 6.06474,   0.26787,  -0.68321,   7.33707,  -0.04764,   0.73385
 6.06574,   0.27518,  -0.68319,   7.31031,   0.02060,   0.73653
 6.06674,   0.28246,  -0.68310,   7.28312,   0.08811,   0.73920
 6.06774,   0.28972,  -0.68295,   7.25552,   0.15488,   0.74186
 6.06874,   0.29695,  -0.68273,   7.22750,   0.22091,   0.74451
 6.06974,   0.30415,  -0.68244,   7.19910,   0.28622,   0.74715
 6.07074,   0.31132,  -0.68209,   7.17031,   0.35082,   0.74978
 6.07174,   0.31846,  -0.68168,   7.14115,   0.41471,   0.75239
 6.07274,   0.32557,  -0.68120,   7.11163,   0.47789,   0.75500
 6.07374,   0.33265,  -0.68066,   7.08177,   0.54038,   0.75760
 6.07474,   0.33970,  -0.68005,   7.05156,   0.60218,   0.76018
 6.07574,   0.34672,  -0.67939,   7.02104,   0.66329,   0.76275
 6.07674,   0.35371,  -0.67867,   6.99019,   0.72373,   0.76531
 6.07774,   0.36067,  -0.67788,   6.95904,   0.78351,   0.76786
 6.07874,   0.36760,  -0.67704,   6.92759,   0.84262,   0.77040
 6.07974,   0.37450,  -0.67614,   6.89585,   0.90107,   0.77293
 6.08074,   0.38136,  -0.67518,   6.86383,   0.95888,   0.77544
 6.08174,   0.38819,  -0.67417,   6.83154,   1.01604,   0.77794
 6.08274,   0.39499,  -0.67309,   6.79899,   1.07258,   0.78043
 6.08374,   0.40176,  -0.67196,   6.76618,   1.12848,   0.78291
 6.08474,   0.40849,  -0.67078,   6.73313,   1.18376,   0.78537
 6.08574,   0.41519,  -0.66954,   6.69984,   1.23842,   0.78783
 6.08674,   0.42186,  -0.66825,   6.66632,   1.29248,   0.79027
 6.08774,   0.42849,  -0.66690,   6.63258,   1.34594,   0.79269
 6.08874,   0.43509,  -0.66551,   6.59862,   1.39879,   0.79511
 6.08974,   0.44165,  -0.66405,   6.56445,   1.45106,   0.79751
 6.09074,   0.44818,  -0.66255,   6.53007,   1.50274,   0.79990
 6.09174,   0.45468,  -0.66100,   6.49550,   1.55385,   0.80228
 6.09274,   0.46114,  -0.65939,   6.46074,   1.60438,   0.80464
 6.09374,   0.46756,  -0.65774,   6.42580,   1.65435,   0.80699
 6.09474,   0.47395,  -0.65604,   6.39067,   1.70376,   0.80933
 6.09574,   0.48031,  -0.65428,   6.35538,   1.75262,   0.81165
 6.09674,   0.48663,  -0.65248,   6.31991,   1.80092,   0.81397
 6.09774,   0.49291,  -0.65063,   6.28429,   1.84869,   0.81626
 6.09874,   0.49916,  -0.64874,   6.24851,   1.89592,   0.81855
 6.09974,   0.50537,  -0.64679,   6.21258,   1.94261,   0.82082
 6.10074,   0.51155,  -0.64481,   6.17650,   1.98879,   0.82308
 6.10174,   0.51769,  -0.64277,   6.14029,   2.03444,   0.82532
 6.10274,   0.52380,  -0.64069,   6.10393,   2.07958,   0.82756
 6.10374,   0.52986,  -0.63857,   6.06744,   2.12421,   0.82977
 6.10474,   0.53589,  -0.63640,   6.03083,   2.16833,   0.83198
 6.10574,   0.54189,  -0.63419,   5.99409,   2.21196,   0.83417
 6.10674,   0.54785,  -0.63193,   5.95724,   2.25509,   0.83634
 6.10774,   0.55377,  -0.62963,   5.92027,   2.29774,   0.83851
 6.10874,   0.55965,  -0.62729,   5.88318,   2.33990,   0.84066
 6.10974,   0.56549,  -0.62491,   5.84599,   2.38159,   0.84279
 6.11074,   0.57130,  -0.62249,   5.80870,   2.42280,   0.84492
 6.11174,   0.57707,  -0.62003,   5.77131,   2.46354,   0.84702
 6.11274,   0.58281,  -0.61752,   5.73382,   2.50382,   0.84912
 6.11374,   0.58850,  -0.61498,   5.69624,   2.54364,   0.85120
 6.11474,   0.59416,  -0.61240,   5.65857,   2.58301,   0.85326
 6.11574,   0.59978,  -0.60977,   5.62081,   2.62192,   0.85532
 6.11674,   0.60537,  -0.60711,   5.58296,   2.66040,   0.85735
 6.11774,   0.61091,  -0.60442,   5.54504,   2.69843,   0.85938
 6.11874,   0.61642,  -0.60168,   5.50704,   2.73602,   0.86139
 6.11974,   0.62189,  -0.59891,   5.46897,   2.77319,   0.86338
 6.12074,   0.62732,  -0.59610,   5.43082,   2.80993,   0.86537
 6.12174,   0.63271,  -0.59325,   5.39260,   2.84624,   0.86733
 6.12274,   0.63807,  -0.59037,   5.35432,   2.88214,   0.86929
 6.12374,   0.64338,  -0.58745,   5.31597,   2.91762,   0.87123
 6.12474,   0.64866,  -0.58450,   5.27756,   2.95269,   0.87315
 6.12574,   0.65390,  -0.58151,   5.23910,   2.98735,   0.87506
 6.12674,   0.65910,  -0.57849,   5.20057,   3.02161,   0.87696
 6.12774,   0.66426,  -0.57543,   5.16199,   3.05547,   0.87884
 6.12874,   0.66938,  -0.57234,   5.12336,   3.08894,   0.88071
 6.12974,   0.67447,  -0.56922,   5.08467,   3.12202,   0.88257
 6.13074,   0.67952,  -0.56607,   5.04594,   3.15470,   0.88441
 6.13174,   0.68452,  -0.56288,   5.00716,   3.18701,   0.88623
 6.13274,   0.68949,  -0.55966,   4.96833,   3.21894,   0.88804
 6.13374,   0.69442,  -0.55641,   4.92947,   3.25048,   0.88984
 6.13474,   0.69931,  -0.55313,   4.89056,   3.28166,   0.89162
 6.13574,   0.70416,  -0.54982,   4.85161,   3.31247,   0.89339
 6.13674,   0.70897,  -0.54647,   4.81262,   3.34291,   0.89514
 6.13774,   0.71375,  -0.54310,   4.77360,   3.37299,   0.89688
 6.13874,   0.71848,  -0.53970,   4.73454,   3.40271,   0.89861
 6.13974,   0.72318,  -0.53627,   4.69545,   3.43207,   0.90032
 6.14074,   0.72783,  -0.53281,   4.65633,   3.46108,   0.90201
 6.14174,   0.73245,  -0.52932,   4.61718,   3.48974,   0.90369
 6.14274,   0.73703,  -0.52580,   4.57800,   3.51805,   0.90536
 6.14374,   0.74157,  -0.52225,   4.53879,   3.54603,   0.90701
 6.14474,   0.74607,  -0.51868,   4.49956,   3.57366,   0.90865
 6.14574,   0.75053,  -0.51508,   4.46030,   3.60095,   0.91027
 6.14674,   0.75495,  -0.51145,   4.42101,   3.62791,   0.91188
 6.14774,   0.75933,  -0.50779,   4.38171,   3.65454,   0.91348
 6.14874,   0.76367,  -0.50411,   4.34238,   3.68084,   0.91506
 6.14974,   0.76798,  -0.50041,   4.30303,   3.70681,   0.91662
 6.15074,   0.77224,  -0.49667,   4.26366,   3.73247,   0.91817
 6.15174,   0.77646,  -0.49292,   4.22428,   3.75780,   0.91971
 6.15274,   0.78065,  -0.48913,   4.18487,   3.78281,   0.92123
 6.15374,   0.78480,  -0.48533,   4.14545,   3.80751,   0.92274
 6.15474,   0.78890,  -0.48149,   4.10602,   3.83190,   0.92423
 6.15574,   0.79297,  -0.47764,   4.06657,   3.85597,   0.92571
 6.15674,   0.79699,  -0.47376,   4.02711,   3.87974,   0.92717
 6.15774,   0.80098,  -0.46986,   3.98763,   3.90321,   0.92862
 6.15874,   0.80493,  -0.46593,   3.94814,   3.92637,   0.93006
 6.15974,   0.80884,  -0.46198,   3.90864,   3.94924,   0.93148
 6.16074,   0.81271,  -0.45801,   3.86913,   3.97181,   0.93288
 6.16174,   0.81654,  -0.45401,   3.82961,   3.99408,   0.93427
 6.16274,   0.82033,  -0.45000,   3.79008,   4.01606,   0.93565
 6.16374,   0.82408,  -0.44596,   3.75055,   4.03774,   0.93701
 6.16474,   0.82779,  -0.44190,   3.71100,   4.05915,   0.93836
 6.16574,   0.83146,  -0.43782,   3.67145,   4.08026,   0.93969
 6.16674,   0.83509,  -0.43372,   3.63189,   4.10109,   0.94101
 6.16774,   0.83869,  -0.42960,   3.59232,   4.12164,   0.94231
 6.16874,   0.84224,  -0.42546,   3.55275,   4.14191,   0.94360
 6.16974,   0.84575,  -0.42129,   3.51317,   4.16190,   0.94487
 6.17074,   0.84922,  -0.41711,   3.47359,   4.18162,   0.94613
 6.17174,   0.85266,  -0.41291,   3.43401,   4.20106,   0.94738
 6.17274,   0.85605,  -0.40869,   3.39442,   4.22023,   0.94861
 6.17374,   0.85941,  -0.40445,   3.35483,   4.23913,   0.94982
 6.17474,   0.86272,  -0.40019,   3.31524,   4.25777,   0.95102
 6.17573,   0.86600,  -0.39592,   3.27564,   4.27613,   0.95221
 6.17673,   0.86923,  -0.39162,   3.23604,   4.29424,   0.95338
 6.17773,   0.87243,  -0.38731,   3.19644,   4.31208,   0.95454
 6.17873,   0.87559,  -0.38298,   3.15684,   4.32966,   0.95568
 6.17973,   0.87871,  -0.37864,   3.11724,   4.34698,   0.95681
 6.18073,   0.88178,  -0.37427,   3.07763,   4.36405,   0.95792
 6.18173,   0.88482,  -0.36989,   3.03803,   4.38086,   0.95902
 6.18273,   0.88782,  -0.36549,   2.99843,   4.39741,   0.96011
 6.18373,   0.89078,  -0.36108,   2.95883,   4.41372,   0.96118
 6.18473,   0.89370,  -0.35665,   2.91922,   4.42977,   0.96223
 6.18573,   0.89658,  -0.35220,   2.87962,   4.44557,   0.96327
 6.18673,   0.89942,  -0.34774,   2.84002,   4.46113,   0.96430
 6.18773,   0.90222,  -0.34327,   2.80042,   4.47644,   0.96531
 6.18873,   0.90498,  -0.33877,   2.76083,   4.49150,   0.96631
 6.18973,   0.90770,  -0.33427,   2.72123,   4.50633,   0.96729
 6.19073,   0.91038,  -0.32975,   2.68164,   4.52091,   0.96826
 6.19173,   0.91302,  -0.32521,   2.64204,   4.53525,   0.96921
 6.19273,   0.91563,  -0.32066,   2.60245,   4.54935,   0.97015
 6.19373,   0.91819,  -0.31610,   2.56287,   4.56321,   0.97108
 6.19473,   0.92071,  -0.31152,   2.52328,   4.57684,   0.97199
 6.19573,   0.92320,  -0.30693,   2.48370,   4.59023,   0.97288
 6.19673,   0.92564,  -0.30233,   2.44412,   4.60339,   0.97376
 6.19773,   0.92804,  -0.29771,   2.40454,   4.61632,   0.97463
 6.19873,   0.93041,  -0.29308,   2.36497,   4.62901,   0.97548
 6.19973,   0.93273,  -0.28844,   2.32540,   4.64148,   0.97632
 6.20073,   0.93502,  -0.28379,   2.28583,   4.65372,   0.97714
 6.20173,   0.93727,  -0.27912,   2.24626,   4.66572,   0.97795
 6.20273,   0.93947,  -0.27445,   2.20670,   4.67751,   0.97874
 6.20373,   0.94164,  -0.26976,   2.16714,   4.68906,   0.97952
 6.20473,   0.94377,  -0.26506,   2.12759,   4.70039,   0.98028
 6.20573,   0.94586,  -0.26034,   2.08804,   4.71150,   0.98103
 6.20673,   0.94790,  -0.25562,   2.04849,   4.72239,   0.98177
 6.20773,   0.94991,  -0.25089,   2.00894,   4.73305,   0.98249
 6.20873,   0.95188,  -0.24615,   1.96940,   4.74350,   0.98319
 6.20973,   0.95381,  -0.24139,   1.92986,   4.75372,   0.98388
 6.21073,   0.95570,  -0.23663,   1.89032,   4.76373,   0.98456
 6.21173,   0.95755,  -0.23185,   1.85079,   4.77351,   0.98522
 6.21273,   0.95937,  -0.22707,   1.81126,   4.78309,   0.98587
 6.21373,   0.96114,  -0.22228,   1.77174,   4.79244,   0.98651
 6.21473,   0.96287,  -0.21748,   1.73221,   4.80158,   0.98712
 6.21573,   0.96456,  -0.21267,   1.69269,   4.81051,   0.98773
 6.21673,   0.96622,  -0.20785,   1.65318,   4.81922,   0.98832
 6.21773,   0.96783,  -0.20302,   1.61366,   4.82772,   0.98889
 6.21873,   0.96940,  -0.19818,   1.57415,   4.83601,   0.98945
 6.21973,   0.97094,  -0.19334,   1.53465,   4.84408,   0.99000
 6.22073,   0.97243,  -0.18849,   1.49514,   4.85195,   0.99053
 6.22173,   0.97389,  -0.18363,   1.45564,   4.85961,   0.99105
 6.22273,   0.97530,  -0.17876,   1.41614,   4.86706,   0.99155
 6.22373,   0.97668,  -0.17389,   1.37664,   4.87429,   0.99204
 6.22473,   0.97802,  -0.16901,   1.33715,   4.88133,   0.99251
 6.22573,   0.97932,  -0.16412,   1.29766,   4.88815,   0.99297
 6.22673,   0.98057,  -0.15922,   1.25817,   4.89477,   0.99342
 6.22773,   0.98179,  -0.15432,   1.21869,   4.90118,   0.99385
 6.22873,   0.98297,  -0.14941,   1.17920,   4.90739,   0.99426
 6.22973,   0.98411,  -0.14450,   1.13972,   4.91339,   0.99466
 6.23073,   0.98521,  -0.13958,   1.10024,   4.91918,   0.99505
 6.23173,   0.98627,  -0.13466,   1.06076,   4.92478,   0.99542
 6.23273,   0.98729,  -0.12973,   1.02129,   4.93017,   0.99578
 6.23373,   0.98828,  -0.12479,   0.98181,   4.93535,   0.99612
 6.23473,   0.98922,  -0.11985,   0.94234,   4.94034,   0.99645
 6.23573,   0.99012,  -0.11491,   0.90287,   4.94512,   0.99677
 6.23673,   0.99098,  -0.10996,   0.86340,   4.94970,   0.99707
 6.23773,   0.99181,  -0.10500,   0.82393,   4.95408,   0.99735
 6.23873,   0.99259,  -0.10004,   0.78446,   4.95826,   0.99762
 6.23973,   0.99334,  -0.09508,   0.74499,   4.96224,   0.99788
 6.24073,   0.99404,  -0.09012,   0.70553,   4.96601,   0.99812
 6.24173,   0.99471,  -0.08515,   0.66606,   4.96959,   0.99835
 6.24273,   0.99534,  -0.08017,   0.62660,   4.97297,   0.99856
 6.24373,   0.99592,  -0.07520,   0.58713,   4.97615,   0.99876
 6.24473,   0.99647,  -0.07022,   0.54767,   4.97913,   0.99894
 6.24573,   0.99698,  -0.06524,   0.50820,   4.98191,   0.99911
 6.24673,   0.99745,  -0.06025,   0.46874,   4.98449,   0.99927
 6.24773,   0.99788,  -0.05526,   0.42928,   4.98687,   0.99941
 6.24873,   0.99827,  -0.05028,   0.38981,   4.98906,   0.99953
 6.24973,   0.99862,  -0.04528,   0.35035,   4.99105,   0.99964
 6.25073,   0.99893,  -0.04029,   0.31088,   4.99284,   0.99974
 6.25173,   0.99920,  -0.03530,   0.27141,   4.99443,   0.99982
 6.25273,   0.99943,  -0.03030,   0.23194,   4.99582,   0.99989
 6.25373,   0.99962,  -0.02530,   0.19248,   4.99702,   0.99994
 6.25473,   0.99978,  -0.02031,   0.15301,   4.99802,   0.99998
 6.25573,   0.99989,  -0.01531,   0.11353,   4.99882,   1.00001
 6.25673,   0.99996,  -0.01031,   0.07406,   4.99942,   1.00002
 6.25773,   1.00000,  -0.00531,   0.03459,   4.99983,   1.00001
 6.25873,   0.99999,  -0.00031,  -0.00489,   5.00004,   0.99999
 6.25973,   0.99995,   0.00469,  -0.04437,   5.00005,   0.99996
 6.26073,   0.99987,   0.00969,  -0.08385,   4.99987,   0.99991
 6.26173,   0.99974,   0.01469,  -0.12333,   4.99948,   0.99985
 6.26273,   0.99958,   0.01969,  -0.16282,   4.99890,   0.99977
 6.26373,   0.99938,   0.02469,  -0.20231,   4.99813,   0.99968
 6.26473,   0.99914,   0.02969,  -0.24180,   4.99715,   0.99958
 6.26573,   0.99885,   0.03468,  -0.28129,   4.99598,   0.99946
 6.26673,   0.99853,   0.03968,  -0.32079,   4.99461,   0.99932
 6.26773,   0.99817,   0.04467,  -0.36029,   4.99304,   0.99917
 6.26873,   0.99777,   0.04966,  -0.39980,   4.99127,   0.99901
 6.26973,   0.99733,   0.05465,  -0.43931,   4.98930,   0.99883
 6.27073,   0.99686,   0.05964,  -0.47882,   4.98714,   0.99864
 6.27173,   0.99634,   0.06462,  -0.51833,   4.98477,   0.99843
 6.27273,   0.99578,   0.06960,  -0.55785,   4.98221,   0.99821
 6.27373,   0.99518,   0.07458,  -0.59738,   4.97945,   0.99797
 6.27473,   0.99455,   0.07956,  -0.63690,   4.97648,   0.99772
 6.27573,   0.99387,   0.08453,  -0.67644,   4.97332,   0.99746
 6.27673,   0.99315,   0.08950,  -0.71597,   4.96996,   0.99718
 6.27773,   0.99240,   0.09447,  -0.75552,   4.96640,   0.99688
 6.27873,   0.99160,   0.09943,  -0.79506,   4.96263,   0.99658
 6.27973,   0.99077,   0.10439,  -0.83461,   4.95867,   0.99625
 6.28073,   0.98989,   0.10935,  -0.87417,   4.95450,   0.99591
 6.28173,   0.98898,   0.11430,  -0.91373,   4.95013,   0.99556
 6.28273,   0.98803,   0.11924,  -0.95330,   4.94555,   0.99520
 6.28373,   0.98703,   0.12418,  -0.99288,   4.94078,   0.99481
 6.28473,   0.98600,   0.12912,  -1.03245,   4.93580,   0.99442
 6.28573,   0.98493,   0.13405,  -1.07204,   4.93062,   0.99401
 6.28673,   0.98382,   0.13897,  -1.11163,   4.92523,   0.99358
 6.28773,   0.98267,   0.14389,  -1.15123,   4.91963,   0.99315
 6.28873,   0.98148,   0.14881,  -1.19083,   4.91383,   0.99269
 6.28973,   0.98024,   0.15371,  -1.23044,   4.90783,   0.99222
 6.29073,   0.97897,   0.15862,  -1.27005,   4.90162,   0.99174
 6.29173,   0.97767,   0.16351,  -1.30968,   4.89520,   0.99124
 6.29273,   0.97632,   0.16840,  -1.34930,   4.88857,   0.99073
 6.29373,   0.97493,   0.17328,  -1.38894,   4.88173,   0.99021
 6.29473,   0.97350,   0.17816,  -1.42858,   4.87469,   0.98967
 6.29573,   0.97203,   0.18302,  -1.46823,   4.86743,   0.98911
 6.29673,   0.97052,   0.18788,  -1.50789,   4.85996,   0.98854
 6.29773,   0.96897,   0.19274,  -1.54755,   4.85229,   0.98796
 6.29873,   0.96739,   0.19758,  -1.58722,   4.84440,   0.98736
 6.29973,   0.96576,   0.20242,  -1.62689,   4.83629,   0.98675
 6.30073,   0.96409,   0.20724,  -1.66658,   4.82797,   0.98612
 6.30173,   0.96239,   0.21206,  -1.70627,   4.81944,   0.98548
 6.30273,   0.96064,   0.21687,  -1.74597,   4.81069,   0.98482
 6.30373,   0.95886,   0.22168,  -1.78567,   4.80173,   0.98415
 6.30473,   0.95703,   0.22647,  -1.82539,   4.79255,   0.98346
 6.30573,   0.95517,   0.23125,  -1.86511,   4.78315,   0.98276
 6.30673,   0.95326,   0.23603,  -1.90484,   4.77353,   0.98205
 6.30773,   0.95132,   0.24079,  -1.94457,   4.76369,   0.98132
 6.30873,   0.94933,   0.24554,  -1.98431,   4.75363,   0.98057
 6.30973,   0.94731,   0.25029,  -2.02406,   4.74335,   0.97981
 6.31073,   0.94524,   0.25502,  -2.06382,   4.73285,   0.97904
 6.31173,   0.94314,   0.25974,  -2.10359,   4.72212,   0.97825
 6.31273,   0.94100,   0.26445,  -2.14336,   4.71117,   0.97745
 6.31372,   0.93881,   0.26915,  -2.18314,   4.69999,   0.97663
 6.31472,   0.93659,   0.27384,  -2.22293,   4.68858,   0.97580
 6.31572,   0.93433,   0.27852,  -2.26272,   4.67695,   0.97496
 6.31672,   0.93203,   0.28318,  -2.30252,   4.66508,   0.97410
 6.31772,   0.92968,   0.28784,  -2.34233,   4.65299,   0.97322
 6.31872,   0.92730,   0.29248,  -2.38215,   4.64066,   0.97233
 6.31972,   0.92488,   0.29711,  -2.42197,   4.62810,   0.97143
 6.32072,   0.92242,   0.30172,  -2.46180,   4.61530,   0.97051
 6.32172,   0.91992,   0.30632,  -2.50164,   4.60227,   0.96958
 6.32272,   0.91737,   0.31091,  -2.54148,   4.58900,   0.96863
 6.32372,   0.91479,   0.31549,  -2.58133,   4.57550,   0.96767
 6.32472,   0.91217,   0.32005,  -2.62119,   4.56175,   0.96669
 6.32572,   0.90951,   0.32460,  -2.66105,   4.54777,   0.96570
 6.32672,   0.90681,   0.32913,  -2.70092,   4.53354,   0.96469
 6.32772,   0.90407,   0.33365,  -2.74080,   4.51906,   0.96367
 6.32872,   0.90129,   0.33815,  -2.78068,   4.50435,   0.96264
 6.32972,   0.89847,   0.34264,  -2.82057,   4.48938,   0.96159
 6.33072,   0.89561,   0.34712,  -2.86046,   4.47417,   0.96052
 6.33172,   0.89271,   0.35158,  -2.90036,   4.45870,   0.95944
 6.33272,   0.88977,   0.35602,  -2.94026,   4.44299,   0.95835
 6.33372,   0.88679,   0.36045,  -2.98017,   4.42702,   0.95724
 6.33472,   0.88377,   0.36486,  -3.02008,   4.41080,   0.95612
 6.33572,   0.88071,   0.36925,  -3.06000,   4.39432,   0.95498
 6.33672,   0.87761,   0.37363,  -3.09992,   4.37758,   0.95383
 6.33772,   0.87447,   0.37799,  -3.13985,   4.36058,   0.95266
 6.33872,   0.87129,   0.38233,  -3.17978,   4.34332,   0.95148
 6.33972,   0.86807,   0.38666,  -3.21971,   4.32580,   0.95029
 6.34072,   0.86481,   0.39097,  -3.25964,   4.30801,   0.94908
 6.34172,   0.86151,   0.39526,  -3.29958,   4.28996,   0.94785
 6.34272,   0.85817,   0.39953,  -3.33952,   4.27163,   0.94661
 6.34372,   0.85479,   0.40378,  -3.37946,   4.25304,   0.94536
 6.34472,   0.85137,   0.40802,  -3.41940,   4.23417,   0.94409
 6.34572,   0.84791,   0.41223,  -3.45934,   4.21503,   0.94281
 6.34672,   0.84441,   0.41643,  -3.49929,   4.19561,   0.94151
 6.34772,   0.84087,   0.42060,  -3.53923,   4.17591,   0.94020
 6.34872,   0.83729,   0.42476,  -3.57917,   4.15593,   0.93887
 6.34972,   0.83367,   0.42889,  -3.61911,   4.13567,   0.93753
 6.35072,   0.83001,   0.43301,  -3.65905,   4.11512,   0.93617
 6.35172,   0.82632,   0.43710,  -3.69899,   4.09429,   0.93480
 6.35272,   0.82258,   0.44118,  -3.73892,   4.07316,   0.93342
 6.35372,   0.81880,   0.44523,  -3.77886,   4.05175,   0.93202
 6.35472,   0.81498,   0.44926,  -3.81878,   4.03004,   0.93060
 6.35572,   0.81112,   0.45327,  -3.85870,   4.00803,   0.92917
 6.35672,   0.80722,   0.45725,  -3.89862,   3.98572,   0.92773
 6.35772,   0.80328,   0.46121,  -3.93853,   3.96312,   0.92627
 6.35872,   0.79930,   0.46515,  -3.97843,   3.94020,   0.92480
 6.35972,   0.79529,   0.46907,  -4.01833,   3.91699,   0.92331
 6.36072,   0.79123,   0.47297,  -4.05822,   3.89346,   0.92181
 6.36172,   0.78713,   0.47683,  -4.09810,   3.86962,   0.92030
 6.36272,   0.78299,   0.48068,  -4.13796,   3.84547,   0.91877
 6.36372,   0.77881,   0.48450,  -4.17782,   3.82100,   0.91722
 6.36472,   0.77460,   0.48830,  -4.21767,   3.79622,   0.91566
 6.36572,   0.77034,   0.49207,  -4.25750,   3.77111,   0.91409
 6.36672,   0.76604,   0.49581,  -4.29732,   3.74567,   0.91250
 6.36772,   0.76170,   0.49953,  -4.33712,   3.71991,   0.91089
 6.36872,   0.75733,   0.50323,  -4.37691,   3.69382,   0.90928
 6.36972,   0.75291,   0.50690,  -4.41668,   3.66739,   0.90764
 6.37072,   0.74845,   0.51054,  -4.45643,   3.64063,   0.90600
 6.37172,   0.74396,   0.51415,  -4.49616,   3.61352,   0.90434
 6.37272,   0.73942,   0.51774,  -4.53587,   3.58608,   0.90266
 6.37372,   0.73485,   0.52129,  -4.57556,   3.55829,   0.90097
 6.37472,   0.73023,   0.52482,  -4.61523,   3.53015,   0.89927
 6.37572,   0.72558,   0.52833,  -4.65487,   3.50166,   0.89755
 6.37672,   0.72088,   0.53180,  -4.69449,   3.47281,   0.89581
 6.37772,   0.71615,   0.53524,  -4.73408,   3.44361,   0.89406
 6.37872,   0.71137,   0.53866,  -4.77364,   3.41404,   0.89230
 6.37972,   0.70656,   0.54204,  -4.81317,   3.38411,   0.89053
 6.38072,   0.70171,   0.54539,  -4.85266,   3.35381,   0.88873
 6.38172,   0.69682,   0.54872,  -4.89213,   3.32314,   0.88693
 6.38272,   0.69188,   0.55201,  -4.93156,   3.29209,   0.88511
 6.38372,   0.68691,   0.55527,  -4.97095,   3.26066,   0.88328
 6.38472,   0.68190,   0.55850,  -5.01030,   3.22885,   0.88143
 6.38572,   0.67685,   0.56170,  -5.04961,   3.19665,   0.87956
 6.38672,   0.67177,   0.56486,  -5.08888,   3.16406,   0.87769
 6.38772,   0.66664,   0.56799,  -5.12811,   3.13108,   0.87580
 6.38872,   0.66147,   0.57109,  -5.16728,   3.09770,   0.87389
 6.38972,   0.65626,   0.57415,  -5.20641,   3.06392,   0.87197
 6.39072,   0.65102,   0.57718,  -5.24549,   3.02973,   0.87004
 6.39172,   0.64573,   0.58018,  -5.28452,   2.99513,   0.86809
 6.39272,   0.64041,   0.58314,  -5.32348,   2.96012,   0.86613
 6.39372,   0.63505,   0.58606,  -5.36240,   2.92469,   0.86415
 6.39472,   0.62965,   0.58895,  -5.40125,   2.88883,   0.86216
 6.39572,   0.62421,   0.59180,  -5.44003,   2.85255,   0.86015
 6.39672,   0.61873,   0.59462,  -5.47876,   2.81584,   0.85813
 6.39772,   0.61321,   0.59740,  -5.51741,   2.77869,   0.85610
 6.39872,   0.60765,   0.60014,  -5.55599,   2.74110,   0.85406
 6.39972,   0.60206,   0.60284,  -5.59450,   2.70307,   0.85199
 6.40072,   0.59643,   0.60551,  -5.63293,   2.66459,   0.84992
 6.40172,   0.59076,   0.60813,  -5.67129,   2.62565,   0.84783
 6.40272,   0.58505,   0.61072,  -5.70955,   2.58626,   0.84573
 6.40372,   0.57930,   0.61326,  -5.74774,   2.54640,   0.84361
 6.40472,   0.57351,   0.61577,  -5.78583,   2.50608,   0.84148
 6.40572,   0.56769,   0.61824,  -5.82383,   2.46528,   0.83934
 6.40672,   0.56183,   0.62066,  -5.86173,   2.42400,   0.83718
 6.40772,   0.55593,   0.62304,  -5.89953,   2.38224,   0.83501
 6.40872,   0.54999,   0.62538,  -5.93723,   2.33999,   0.83282
 6.40972,   0.54402,   0.62768,  -5.97482,   2.29725,   0.83062
 6.41072,   0.53800,   0.62993,  -6.01229,   2.25401,   0.82841
 6.41172,   0.53195,   0.63214,  -6.04965,   2.21027,   0.82618
 6.41272,   0.52587,   0.63431,  -6.08689,   2.16601,   0.82394
 6.41372,   0.51974,   0.63643,  -6.12401,   2.12125,   0.82169
 6.41472,   0.51358,   0.63851,  -6.16099,   2.07596,   0.81942
 6.41572,   0.50738,   0.64054,  -6.19784,   2.03014,   0.81715
 6.41672,   0.50115,   0.64252,  -6.23455,   1.98380,   0.81485
 6.41772,   0.49488,   0.64446,  -6.27112,   1.93692,   0.81255
 6.41872,   0.48857,   0.64635,  -6.30754,   1.88949,   0.81023
 6.41972,   0.48223,   0.64819,  -6.34380,   1.84152,   0.80789
 6.42072,   0.47585,   0.64998,  -6.37990,   1.79299,   0.80555
 6.42172,   0.46943,   0.65173,  -6.41584,   1.74390,   0.80319
 6.42272,   0.46298,   0.65342,  -6.45161,   1.69424,   0.80082
 6.42372,   0.45649,   0.65506,  -6.48720,   1.64401,   0.79843
 6.42472,   0.44997,   0.65666,  -6.52260,   1.59321,   0.79603
 6.42572,   0.44341,   0.65820,  -6.55782,   1.54181,   0.79362
 6.42672,   0.43682,   0.65969,  -6.59284,   1.48983,   0.79120
 6.42772,   0.43019,   0.66113,  -6.62766,   1.43725,   0.78877
 6.42872,   0.42353,   0.66251,  -6.66227,   1.38406,   0.78632
